 Title Location eBaySite StartDateTime EndDateTime Category ListingType ItemCondition ListingSold ShippingLocations ShippingCost EndingPrice Currency
26 "RARITÀ Nintendo lotto cartuccie giochi NES RARITÀ !Kirby _Duck tales_Mario" "San Maurizio Canavese,Italia" EBAY-IT 2016-03-28T05:18:52.000Z 2016-04-06T17:18:47.000Z Giochi FixedPrice 4000 EndedWithoutSales IT 10.0 135.0 EUR
27 "Nintendo NES Spiel KIRBY´S ADVENTURE" Germania EBAY-DE 2016-03-18T19:30:11.000Z 2016-04-06T13:46:03.000Z "PC- & Videospiele" FixedPrice 4000 EndedWithSales Worldwide 6.95 24.99 EUR
28 "Kirby`s Adventure NES Nintendo Spiel nur das Modul" Germania EBAY-DE 2016-03-06T19:23:52.000Z 2016-04-05T19:23:52.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales US 4.0 24.99 EUR
29 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-04-01T20:49:08.000Z 2016-04-04T20:49:08.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
30 "JEU NES NINTENDO - KIRBY'S ADVENTURE - VERSION PAL FRA" Francia EBAY-FR 2016-04-03T15:49:49.000Z 2016-04-03T22:08:52.000Z Jeux StoreInventory 5000 EndedWithSales AU 7.9 19.9 EUR
31 "KIRBY'S DREAM COURSE per SUPER NINTENDO SNES kirbys dreamcourse kirby nes PAL" Triggiano,Italia EBAY-IT 2016-04-01T13:15:49.000Z 2016-04-03T19:18:44.000Z Console FixedPrice 3000 EndedWithSales AU 7.0 14.9 EUR
32 "Nintendo Entertainment System NES PAL+2 pad+Kirby's adventure,Super Mario1,2,3" Apparizione,Italia EBAY-IT 2016-03-27T17:42:33.000Z 2016-04-03T17:42:33.000Z Giochi Auction 5000 EndedWithSales IT 11.9 81.0 EUR
33 "Magazine Nintendo Club (DEUTSCH) N°2 Série 6 April 1994 NES/SNES Kirby" Francia EBAY-FR 2016-03-29T16:23:24.000Z 2016-04-03T16:23:24.000Z Jeux Auction 4000 EndedWithoutSales EuropeanUnion 8.0 8.0 EUR
34 "Manual KIRBY'S GHOST TRAP ●9.5/10● PAL ITA 100% O SNES SUPER NINTENDO SUPER NES" Spagna EBAY-ES 2016-03-13T12:43:45.000Z 2016-04-03T12:43:45.000Z Otros FixedPrice 2750 EndedWithoutSales Worldwide 9.5 50.0 EUR
35 "KIRBY: triple deluxe soundtrack SOUNDTRACK CD club nintendo NUOVO nes" "Cantoniera di Sestu,Italia" EBAY-IT 2016-03-22T23:02:31.000Z 2016-04-01T23:02:31.000Z Giochi FixedPrice 1000 EndedWithoutSales Worldwide 7.0 29.99 EUR
36 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-03-29T20:43:32.000Z 2016-04-01T20:43:32.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
37 "NINTENDO NES - Kirby's Adventure" Francia EBAY-FR 2016-03-25T19:08:33.000Z 2016-04-01T19:08:33.000Z Jeux Auction 6000 EndedWithSales Worldwide 9.0 15.5 EUR
38 "Kirby KIRBY'S adventure NES Pal B Fra loose solo cartuccia " "Francavilla Fontana,Italia" EBAY-IT 2016-03-21T14:54:44.000Z 2016-03-31T14:54:44.000Z Giochi Auction 5000 EndedWithoutSales Worldwide 7.5 17.9 EUR
39 "SUPER NINTENDO KIRBY'S DREAM COURSE - PAL Nes SNES SuperNintendo Kirby italiano " Cecchignola,Italia EBAY-IT 2016-03-26T09:12:20.000Z 2016-03-31T09:12:20.000Z Giochi Auction 4000 EndedWithoutSales IT 7.99 8.99 EUR
40 "Kirby's Fun Pack Superstar Nintendo SNES fondo di magazzino new old stock NES 64" Capoterra,Italia EBAY-IT 2016-03-21T05:05:48.000Z 2016-03-31T05:05:48.000Z Giochi FixedPrice 1000 EndedWithoutSales Worldwide 9.9 149.9 EUR
41 "Kirby's adventure nintendo nes solo cartuccia versione gig ita ottime condizioni" Aglie',Italia EBAY-IT 2015-10-04T20:18:25.000Z 2016-03-30T17:10:12.000Z Giochi StoreInventory 4000 EndedWithoutSales Worldwide 7.5 55.0 EUR
42 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-03-26T20:37:03.000Z 2016-03-29T20:37:03.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
43 "GAMEBOY ADVANCE POKEMON FIRERED SUPER MARIO 2 3 4 NINTENDO NES MEGAMAN KIRBY" Afragola,Italia EBAY-IT 2016-03-19T01:12:56.000Z 2016-03-29T01:12:56.000Z Giochi FixedPrice 2750 EndedWithSales Europe 4.0 25.0 EUR
44 "KIRBY'S ADVENTURE - Nintendo Entertainment System (NES) Video Game (Rare)" "Regno Unito" EBAY-GB 2016-03-25T19:33:10.000Z 2016-03-28T19:33:10.000Z Games Auction 4000 EndedWithSales Worldwide 7.62 25.4 EUR
45 "Kirby`s Adventure NES Spiel komplett mit OVP und Anleitung" Germania EBAY-DE 2016-03-06T18:34:54.000Z 2016-03-27T12:49:55.000Z "PC- & Videospiele" StoreInventory 6000 EndedWithSales US 4.0 36.99 EUR
46 "NES - Nintendo ES Spiel KIRBY`S ADVENTURE in OVP mit Anleitung #1340" Germania EBAY-DE 2016-03-23T20:26:11.000Z 2016-03-26T20:26:11.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithoutSales Worldwide 16.95 37.85 EUR
47 "NES 150 in 1 Spiel MegaMan Castlevania Kirby Turtles Ninja Gaiden Contra uvm NEU" Germania EBAY-DE 2016-03-22T17:18:53.000Z 2016-03-26T11:02:44.000Z "PC- & Videospiele" FixedPrice 1000 EndedWithSales EuropeanUnion 3.99 79.5 EUR
48 "SUPER NINTENDO KIRBY'S DREAM COURSE - PAL Nes SNES SuperNintendo Kirby italiano " Cecchignola,Italia EBAY-IT 2016-03-20T19:45:55.000Z 2016-03-25T19:45:55.000Z Giochi Auction 4000 EndedWithoutSales IT 7.99 8.99 EUR
49 "Jeu nintendo nes Kirby's adventure en boite complet" Francia EBAY-FR 2016-03-14T13:22:19.000Z 2016-03-24T13:22:19.000Z Jeux Auction 4000 EndedWithoutSales Worldwide 12.0 70.0 EUR
50 "Jeu Nintendo Nes Kirby's Adventure Pal B Fr NES-KR-FRA/FRA" Francia EBAY-FR 2016-03-22T20:32:35.000Z 2016-03-24T08:59:03.000Z Jeux FixedPrice 5000 EndedWithSales Europe 9.9 19.9 EUR
51 "Kirby's Adventure - Spiel für Nintendo NES" Germania EBAY-DE 2016-02-22T19:33:27.000Z 2016-03-23T19:33:27.000Z "PC- & Videospiele" FixedPrice 4000 EndedWithoutSales Worldwide 4.95 34.95 EUR
52 "NES 150 in 1 Spiel MegaMan Castlevania Kirby Turtles Ninja Gaiden Contra uvm NEU" Germania EBAY-DE 2016-03-22T17:25:56.000Z 2016-03-22T19:51:04.000Z "PC- & Videospiele" FixedPrice 1000 EndedWithSales EuropeanUnion 3.99 79.5 EUR
53 "KIRBY´s ADVENTURE PAL - Nintendo Entertainment System - NES - " Germania EBAY-DE 2016-03-15T19:03:14.000Z 2016-03-20T19:03:14.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Worldwide 9.9 14.4 EUR
54 "Kirby's Adventure NES USA NTSC boxed" "San Martino,Italia" EBAY-IT 2016-03-17T11:17:19.000Z 2016-03-20T11:17:19.000Z Giochi Auction 2750 EndedWithSales Worldwide 8.0 30.5 EUR
55 "JEU NINTENDO NES KIRBY'S ADVENTURE (NES-KR-FRA/FRA) - PAL - LOOSE + FOURREAU" Francia EBAY-FR 2016-03-13T11:16:27.000Z 2016-03-20T11:16:27.000Z Jeux Auction 6000 EndedWithSales EuropeanUnion 9.0 17.79 EUR
56 "KIRBY'S ADVENTURE Nintendo Nes - NTSC - BRAND NEW & FACTORY SEALED" Spagna EBAY-ES 2016-03-13T12:01:44.000Z 2016-03-17T17:12:14.000Z Videojuegos FixedPrice 1000 EndedWithSales Europe 14.9 90.0 EUR
57 "7 NES Spiele, Schlümpfe,Blue Shadow,Totally RAD,Kirby,Kickle, Tennis,snakerattle" Germania EBAY-DE 2016-03-08T18:55:02.000Z 2016-03-15T18:55:02.000Z "PC- & Videospiele" Auction 5000 EndedWithSales Worldwide 9.15 44.21 EUR
58 "Notice jeux Kirby Nintendo NES bon état" Francia EBAY-FR 2016-03-07T20:04:31.000Z 2016-03-07T21:05:14.000Z Jeux FixedPrice 5000 EndedWithSales EuropeanUnion 3.0 12.0 EUR
59 "Kirby´s Adventure (Nintendo NES, PAL Europa Version, nur Modul)    " Germania EBAY-DE 2016-02-25T18:24:36.000Z 2016-03-06T18:24:36.000Z "PC- & Videospiele" Auction 4000 EndedWithSales Worldwide 6.5 18.5 EUR
60 "Exceptionnel Lot 45 Jeux Nintendo Nes (Megaman,Metroid,Kirby's,Kid icarus.....)" Francia EBAY-FR 2016-03-01T12:40:38.000Z 2016-03-04T12:40:38.000Z Consoles Auction 3000 EndedWithSales Worldwide 250.0 575.0 EUR
61 "Kirby`s Adventure,  Nintendo Entertaiment System Spiel ,NES" Germania EBAY-DE 2016-02-24T16:23:07.000Z 2016-03-03T20:54:06.000Z "PC- & Videospiele" FixedPrice 6000 EndedWithSales CH 3.5 23.95 EUR
62 "Kirby's Amazing Mirror GAMEBOY Advance No Nes Snes Ps1 Pokemon Zelda Crash Spyro" Arlesega,Italia EBAY-IT 2016-02-26T18:55:06.000Z 2016-02-29T18:55:06.000Z Giochi Auction 6000 EndedWithSales IT 6.3 3.5 EUR
63 "Kirby's Pinball Land GAMEBOY No Nes Snes Ps1 Pokemon Zelda Resident Evil Crash" Arlesega,Italia EBAY-IT 2016-02-26T18:53:18.000Z 2016-02-29T18:53:18.000Z Giochi Auction 6000 EndedWithSales IT 6.3 1.5 EUR
64 "Kirby's Dream Land GAMEBOY No Nes Snes Ps1 Pokemon Zelda Resident Evil Crash" Arlesega,Italia EBAY-IT 2016-02-26T18:46:46.000Z 2016-02-29T18:46:46.000Z Giochi Auction 6000 EndedWithSales IT 6.3 10.0 EUR
65 "Kirby's Star Stacker GAMEBOY No Nes Snes Ps1 Pokemon Zelda Resident Evil Crash" Arlesega,Italia EBAY-IT 2016-02-26T18:43:22.000Z 2016-02-29T18:43:22.000Z Giochi Auction 6000 EndedWithSales IT 6.3 1.5 EUR
66 "KIRBY´S ADVENTURE NINTENDO NES FRIDGE MAGNET IMAN NEVERA" Spagna EBAY-ES 2015-11-01T13:48:57.000Z 2016-02-29T18:08:35.000Z Imanes StoreInventory 1000 EndedWithoutSales AU 1.3 1.99 EUR
67 "Nintendo NES Kirby's Adventure" Francia EBAY-FR 2016-02-29T09:37:51.000Z 2016-02-29T10:15:38.000Z Jeux FixedPrice 5000 EndedWithSales Europe 5.5 35.0 EUR
68 "KIRBY´S ADVENTURE / KIRBYS / NES / OVP + Anleitung / PAL B / Nintendo / Super" Germania EBAY-DE 2016-02-25T20:00:27.000Z 2016-02-28T20:00:27.000Z "PC- & Videospiele" Auction 4000 EndedWithSales Europe 17.0 26.5 EUR
69 "Nintendo *Kirby´s Adventure* NES Modul mit Schuber" Germania EBAY-DE 2016-02-06T23:00:39.000Z 2016-02-28T10:51:45.000Z "PC- & Videospiele" StoreInventory 5000 EndedWithSales Worldwide 6.2 23.95 EUR
